firm_id,year,income,digital_finance,firm_size,employee_num,founder_edu,financing_difficulty,region_gdp,urban,high_tech
285,2018,14.34,0.536,2.97,193,3,0.529,7.81,1,0
285,2019,13.21,0.188,2.6,135,4,0.717,7.97,1,0
285,2020,17.7,0.583,3.33,95,2,0.259,12.3,1,1
285,2021,12.98,0.418,2.41,48,3,0.595,10.49,1,0
285,2022,15.0,0.789,2.81,139,2,0.0,9.77,0,0
285,2023,12.77,0.384,2.9,37,2,0.501,10.44,0,0
286,2010,13.57,0.247,2.45,141,4,0.929,13.02,1,0
286,2011,15.69,0.429,2.89,34,3,0.715,11.45,1,1
286,2012,12.32,0.204,2.2,150,2,0.845,9.05,0,1
286,2013,13.71,0.613,2.29,60,3,0.418,7.19,1,0
286,2014,11.29,0.19,1.84,109,2,0.615,11.18,1,0
286,2015,14.43,0.504,2.62,35,2,0.422,8.15,1,1
286,2016,11.73,0.188,2.66,195,3,0.782,7.64,0,0
286,2017,17.69,0.452,3.09,182,3,0.476,12.63,1,0
286,2018,17.46,0.747,2.9,93,2,0.218,11.74,1,0
286,2019,13.11,0.554,2.36,5,1,0.576,10.77,1,0
286,2020,10.69,0.37,1.91,114,3,0.575,7.52,0,0
286,2021,13.04,0.495,2.72,86,4,0.471,13.58,0,0
286,2022,14.67,0.503,3.06,23,4,0.571,12.06,1,0
286,2023,15.17,0.571,2.88,119,2,0.287,9.39,1,0
287,2010,14.06,0.295,3.04,130,3,0.621,8.97,0,0
287,2011,13.64,0.589,2.39,68,4,0.337,10.16,1,1
287,2012,10.79,0.094,2.27,57,3,0.911,9.04,1,0
287,2013,13.65,0.406,2.13,10,4,0.56,14.42,1,0
287,2014,11.48,0.427,2.47,21,4,0.542,9.23,1,0
287,2015,13.27,0.595,2.46,50,2,0.339,7.86,1,0
287,2016,14.58,0.503,2.6,122,2,0.39,13.18,1,0
287,2017,10.58,0.289,2.44,77,2,0.772,8.86,0,0
287,2018,12.47,0.352,2.43,105,2,0.614,11.57,0,0
287,2019,14.2,0.53,2.11,187,4,0.532,11.35,1,0
287,2020,15.77,0.488,2.97,95,4,0.401,9.88,1,0
287,2021,11.2,0.413,2.54,10,1,0.52,8.05,0,0
287,2022,12.56,0.428,2.41,113,3,0.55,9.9,1,0
287,2023,12.79,0.604,2.13,44,3,0.383,7.66,0,0
288,2010,13.18,0.422,1.83,95,2,0.653,9.95,1,0
288,2011,16.43,0.487,3.15,70,3,0.47,11.55,0,1
288,2012,18.45,0.825,2.78,141,4,0.249,13.44,1,0
288,2013,10.08,0.286,1.69,15,2,0.751,7.82,1,0
288,2014,14.18,0.222,2.88,152,2,0.767,9.5,0,1
288,2015,14.4,0.618,2.96,120,1,0.287,8.95,1,0
288,2016,13.72,0.398,2.56,47,2,0.677,10.55,0,0
288,2017,13.01,0.452,3.3,62,2,0.455,6.96,0,0
288,2018,12.55,0.383,2.61,158,3,0.615,8.14,0,0
288,2019,10.52,0.461,1.79,42,3,0.534,6.62,1,0
288,2020,15.72,0.74,2.68,98,3,0.24,7.12,0,1
288,2021,13.7,0.62,2.62,40,2,0.341,8.68,1,0
288,2022,15.67,0.629,2.2,187,2,0.288,13.34,0,0
288,2023,11.93,0.288,2.79,10,4,0.551,10.7,0,0
289,2010,11.55,0.327,1.67,135,4,0.813,10.13,1,0
289,2011,14.01,0.074,3.0,69,2,0.877,12.69,1,1
289,2012,14.44,0.379,2.06,128,2,0.609,10.77,1,0
289,2013,13.2,0.644,2.01,196,4,0.343,10.96,1,0
289,2014,14.4,0.578,2.44,190,1,0.532,9.05,0,0
289,2015,14.44,0.467,2.72,121,2,0.727,8.73,1,0
289,2016,13.3,0.497,2.58,190,3,0.519,7.38,1,1
289,2017,11.0,0.397,2.13,22,2,0.588,8.8,0,0
289,2018,15.11,0.531,2.25,155,2,0.357,9.44,1,0
289,2019,14.42,0.615,1.93,100,3,0.241,10.69,1,1
289,2020,13.08,0.258,2.39,161,3,0.565,9.93,0,0
289,2021,15.54,0.545,3.04,155,4,0.375,9.27,1,1
289,2022,14.67,0.64,2.5,132,4,0.151,8.18,1,0
289,2023,14.78,0.438,2.93,40,1,0.67,10.8,1,0
290,2010,17.62,0.605,3.23,74,2,0.437,9.0,1,1
290,2011,17.13,0.922,2.21,99,3,0.053,10.71,1,1
290,2012,11.26,0.484,2.41,138,3,0.627,6.17,1,0
290,2013,16.44,0.559,3.59,166,2,0.334,10.67,1,0
290,2014,12.06,0.389,3.22,48,2,0.529,11.49,0,0
290,2015,12.58,0.527,1.66,48,2,0.279,11.24,1,0
290,2016,14.39,0.569,2.69,31,3,0.508,9.61,1,0
290,2017,13.28,0.529,2.5,104,2,0.39,11.83,1,0
290,2018,12.89,0.347,2.91,56,4,0.655,7.45,0,1
290,2019,12.52,0.531,2.13,174,2,0.569,9.82,0,0
290,2020,15.61,0.719,2.08,29,4,0.418,9.61,0,1
290,2021,14.39,0.567,2.16,78,4,0.43,12.07,1,0
290,2022,12.53,0.644,2.21,43,3,0.394,5.96,0,0
290,2023,14.73,0.464,2.91,171,3,0.445,7.88,1,0
291,2010,15.34,0.612,1.91,144,3,0.556,13.49,1,0
291,2011,14.78,0.542,2.19,143,2,0.441,5.14,1,1
291,2012,13.08,0.357,1.61,117,2,0.651,11.63,0,1
291,2013,12.94,0.548,3.0,7,3,0.412,8.6,1,0
291,2014,13.13,0.351,3.14,119,3,0.769,10.51,1,0
291,2015,14.36,0.405,2.34,26,3,0.615,12.83,0,0
291,2016,13.59,0.528,2.35,8,3,0.548,10.59,1,0
291,2017,13.28,0.545,2.73,140,3,0.491,12.87,1,0
291,2018,12.65,0.322,3.24,18,3,0.656,9.02,1,0
291,2019,13.54,0.658,2.7,18,3,0.435,9.28,0,0
291,2020,14.43,0.586,2.15,20,3,0.449,11.57,0,0
291,2021,11.47,0.394,1.69,164,4,0.51,9.12,1,0
291,2022,12.42,0.269,1.94,68,3,0.632,11.19,1,0
291,2023,13.18,0.478,2.54,20,3,0.537,12.37,1,0
292,2010,11.13,0.433,2.17,56,3,0.658,11.74,0,0
292,2011,13.28,0.517,2.6,23,3,0.647,6.84,1,0
292,2012,13.18,0.446,2.22,73,3,0.377,9.32,1,1
292,2013,13.03,0.199,1.97,144,1,0.804,10.56,1,0
292,2014,10.71,0.442,1.91,97,4,0.607,9.51,1,0
292,2015,14.48,0.454,3.28,9,1,0.575,10.16,1,1
292,2016,14.9,0.595,2.94,46,2,0.506,10.59,1,0
292,2017,15.2,0.395,3.37,21,2,0.67,8.95,1,1
292,2018,16.08,0.752,2.77,115,1,0.15,9.61,1,0
292,2019,11.73,0.213,2.29,76,3,0.685,7.64,0,0
292,2020,15.17,0.697,3.16,108,3,0.335,9.04,1,0
292,2021,14.52,0.466,2.48,98,4,0.633,6.95,0,1
292,2022,13.6,0.629,2.61,14,2,0.385,10.23,0,0
292,2023,13.91,0.512,2.48,20,2,0.33,9.61,1,0
293,2010,12.9,0.671,1.03,148,2,0.224,8.17,1,0
293,2011,15.55,0.442,3.3,46,3,0.627,13.57,1,0
293,2012,11.29,0.335,2.75,7,4,0.63,9.51,1,0
293,2013,14.82,0.713,2.66,155,3,0.299,10.57,1,0
293,2014,13.93,0.483,2.47,125,2,0.624,8.72,1,1
293,2015,15.14,0.533,2.58,160,4,0.347,9.17,1,0
293,2016,14.19,0.685,2.2,177,2,0.273,10.65,0,0
293,2017,12.33,0.345,2.81,28,3,0.603,9.34,1,0
293,2018,11.8,0.589,1.85,23,3,0.446,10.01,0,0
293,2019,14.98,0.412,2.59,79,1,0.666,11.61,1,0
293,2020,14.1,0.48,2.78,44,2,0.372,8.96,1,0
293,2021,10.9,0.511,2.4,50,1,0.489,7.34,1,0
293,2022,12.61,0.275,2.69,44,4,0.812,6.95,1,1
293,2023,13.01,0.383,2.0,66,3,0.431,12.88,1,0
294,2010,14.8,0.703,2.02,22,4,0.291,11.86,1,1
294,2011,15.67,0.633,2.62,144,3,0.245,11.31,1,0
294,2012,15.66,0.491,2.84,146,3,0.445,9.13,1,0
294,2013,10.77,0.536,1.56,86,3,0.213,7.33,0,0
294,2014,15.81,0.456,2.76,193,4,0.683,9.44,1,1
294,2015,14.79,0.703,2.23,112,1,0.261,9.81,1,0
294,2016,11.88,0.47,2.4,16,2,0.449,7.74,1,0
294,2017,11.41,0.535,1.83,108,3,0.498,7.06,1,0
294,2018,12.48,0.672,2.07,159,4,0.224,6.54,0,0
294,2019,14.47,0.383,2.98,138,4,0.503,11.31,1,0
294,2020,15.78,0.734,2.52,92,3,0.417,7.59,1,1
294,2021,11.97,0.27,2.31,119,2,0.91,10.62,1,0
294,2022,14.04,0.744,2.44,37,2,0.196,9.2,1,0
294,2023,13.04,0.444,2.74,122,4,0.663,11.18,1,0
295,2010,14.59,0.464,2.72,84,3,0.572,10.67,1,1
295,2011,13.47,0.216,2.46,182,2,0.642,9.54,1,0
295,2012,11.99,0.432,3.05,16,4,0.475,10.26,1,0
295,2013,14.36,0.344,2.99,99,2,0.811,9.78,1,0
295,2014,13.32,0.409,2.71,189,3,0.448,8.77,0,0
295,2015,15.15,0.479,2.53,57,3,0.749,11.96,1,0
295,2016,13.91,0.644,2.83,17,1,0.299,9.15,0,0
295,2017,12.2,0.531,2.66,126,2,0.627,9.83,1,0
295,2018,15.03,0.546,3.03,106,2,0.423,7.17,0,1
295,2019,13.64,0.336,2.95,135,3,0.744,10.55,1,0
295,2020,12.93,0.368,1.99,196,3,0.772,8.78,1,0
295,2021,15.66,0.77,1.96,62,1,0.369,9.05,0,1
295,2022,12.07,0.39,2.15,8,4,0.552,8.32,1,0
295,2023,15.87,0.748,2.99,177,2,0.166,9.75,0,0
296,2010,9.0,0.464,1.71,70,2,0.528,5.99,0,0
296,2011,16.98,0.5,2.7,119,2,0.37,11.36,1,1
296,2012,14.66,0.661,2.68,40,2,0.363,9.92,1,0
296,2013,15.39,0.691,3.08,27,4,0.227,9.07,0,0
296,2014,11.74,0.483,2.59,23,2,0.625,6.9,1,0
296,2015,12.56,0.442,1.83,44,3,0.501,10.87,1,0
296,2016,13.17,0.492,2.02,76,4,0.334,8.73,0,1
296,2017,14.19,0.551,1.91,148,3,0.589,12.61,1,0
296,2018,12.38,0.634,2.23,62,2,0.385,10.97,1,0
296,2019,14.46,0.501,2.41,111,4,0.502,13.07,0,0
296,2020,12.81,0.593,1.92,22,3,0.517,10.27,1,0
296,2021,15.45,0.746,3.24,40,2,0.341,12.16,1,0
296,2022,14.64,0.557,1.84,156,3,0.367,10.93,1,0
296,2023,16.02,0.547,3.17,133,4,0.408,9.1,1,0
297,2010,14.28,0.272,3.09,5,3,0.617,10.37,1,0
297,2011,10.4,0.105,2.95,68,3,0.748,8.33,0,0
297,2012,16.18,0.558,2.15,66,4,0.5,14.14,1,1
297,2013,15.27,0.486,2.67,114,3,0.553,9.8,1,0
297,2014,12.6,0.423,1.86,168,2,0.653,10.05,1,0
297,2015,15.78,0.537,2.96,79,2,0.592,10.78,1,0
297,2016,12.62,0.491,2.46,150,3,0.587,7.83,1,0
297,2017,14.18,0.669,2.3,20,2,0.417,12.64,1,0
297,2018,10.18,0.513,1.89,21,4,0.279,7.95,1,0
297,2019,8.05,0.388,1.26,28,3,0.581,7.5,1,0
297,2020,11.39,0.649,1.98,102,3,0.448,9.67,0,0
297,2021,16.85,0.467,3.06,134,3,0.416,7.44,1,1
297,2022,14.41,0.579,2.3,142,3,0.43,13.12,1,0
297,2023,13.1,0.428,2.42,185,2,0.624,9.54,1,0
298,2010,12.97,0.403,2.83,183,1,0.642,3.56,1,0
298,2011,13.15,0.513,3.4,18,3,0.524,10.4,0,0
298,2012,16.33,0.502,3.16,116,4,0.558,11.11,1,0
298,2013,14.66,0.572,2.01,70,3,0.446,9.16,1,0
298,2014,8.71,0.46,1.53,86,2,0.394,7.29,0,0
298,2015,14.47,0.225,3.68,97,2,0.826,9.79,1,0
298,2016,13.57,0.435,3.63,185,4,0.593,9.04,1,0
298,2017,13.79,0.619,2.59,196,4,0.236,8.05,1,0
298,2018,11.4,0.455,1.86,76,2,0.683,7.87,0,0
298,2019,12.88,0.463,2.98,105,3,0.59,10.31,0,0
298,2020,15.02,0.648,2.45,53,3,0.214,11.81,1,0
298,2021,13.54,0.393,2.44,94,3,0.525,10.92,1,0
298,2022,11.63,0.269,2.95,194,4,0.675,6.54,1,0
298,2023,15.63,0.476,2.67,41,1,0.468,11.23,1,1
299,2010,14.01,0.427,1.91,181,3,0.602,11.54,1,0
299,2011,15.7,0.355,2.34,165,2,0.547,12.79,1,1
299,2012,13.21,0.474,2.83,154,2,0.639,8.1,1,0
299,2013,14.39,0.574,2.76,74,3,0.531,9.89,1,0
299,2014,12.23,0.499,2.63,37,1,0.563,11.14,1,0
299,2015,12.67,0.546,2.97,32,3,0.458,8.94,1,0
299,2016,14.72,0.772,2.32,92,2,0.322,11.1,0,0
299,2017,13.78,0.449,2.59,8,3,0.524,9.95,1,0
299,2018,9.79,0.542,0.81,70,2,0.386,8.31,0,0
299,2019,12.6,0.424,2.28,81,3,0.695,8.48,1,0
299,2020,15.92,0.373,2.88,114,3,0.659,12.5,1,1
299,2021,12.5,0.412,2.3,53,4,0.519,8.01,1,0
299,2022,12.05,0.428,2.27,132,4,0.53,7.66,1,0
299,2023,14.57,0.554,1.98,143,2,0.372,10.69,0,1
300,2010,14.69,0.852,3.0,39,1,0.35,9.94,0,0
300,2011,15.04,0.393,2.77,171,3,0.608,7.38,1,0
300,2012,13.03,0.438,2.91,142,3,0.578,8.96,1,0
300,2013,10.15,0.491,1.64,78,1,0.582,8.37,1,0
300,2014,16.51,0.559,2.42,73,2,0.319,8.72,1,0
300,2015,15.39,0.54,2.36,155,3,0.57,15.05,0,0
300,2016,14.37,0.693,2.36,38,4,0.247,9.39,1,0
300,2017,11.59,0.136,2.19,128,4,1.0,8.24,1,0
300,2018,13.4,0.142,2.33,115,2,0.827,14.04,0,0
300,2019,14.6,0.426,2.92,36,2,0.678,11.78,1,0
300,2020,14.05,0.665,1.54,20,1,0.086,11.45,1,0
300,2021,13.99,0.265,3.39,72,3,0.617,8.33,0,0
300,2022,12.38,0.049,2.74,58,3,0.922,12.38,1,0
300,2023,16.39,0.586,2.48,128,3,0.211,11.63,1,0
301,2010,16.57,0.537,2.95,160,3,0.524,10.29,0,0
301,2011,11.11,0.336,1.77,116,1,0.695,6.57,1,0
301,2012,12.82,0.352,2.17,64,2,0.549,9.96,1,0
301,2013,13.21,0.355,2.44,82,4,0.644,13.46,1,0
301,2014,14.46,0.517,3.18,80,2,0.564,10.44,1,0
301,2015,13.43,0.406,2.48,64,2,0.384,9.25,1,0
301,2016,15.28,0.574,2.73,89,3,0.299,9.54,1,1
301,2017,11.39,0.072,2.21,116,3,0.895,9.68,1,0
301,2018,12.67,0.371,2.74,84,4,0.631,8.4,0,0
301,2019,15.89,0.331,3.34,122,2,0.663,9.92,1,0
301,2020,14.89,0.462,3.0,176,3,0.627,12.89,1,0
301,2021,13.47,0.419,2.46,6,3,0.628,12.66,1,0
301,2022,12.43,0.62,2.84,27,4,0.45,8.49,0,0
301,2023,14.1,0.221,2.79,50,3,0.64,12.55,1,0
302,2010,15.21,0.507,2.75,77,4,0.508,11.52,1,0
302,2011,16.7,0.584,3.06,58,2,0.386,11.27,1,0
302,2012,15.26,0.778,3.05,75,3,0.368,10.86,1,0
302,2013,12.64,0.428,2.44,129,3,0.59,8.14,0,0
302,2014,14.52,0.549,2.82,85,1,0.384,9.19,0,0
302,2015,12.23,0.229,2.31,13,1,0.856,11.67,1,0
302,2016,8.88,0.141,2.04,74,3,0.915,7.59,1,1
302,2017,14.99,0.627,2.37,176,2,0.291,7.92,1,1
302,2018,14.39,0.499,2.46,88,4,0.466,10.61,1,0
302,2019,12.55,0.677,1.67,78,3,0.29,8.42,1,0
302,2020,15.4,0.294,2.93,77,1,0.829,11.65,1,1
302,2021,11.77,0.578,1.12,16,3,0.442,8.49,1,0
302,2022,15.84,0.78,3.86,36,2,0.292,10.49,0,0
302,2023,17.95,0.563,3.25,166,3,0.388,10.66,1,1
303,2010,14.73,0.541,2.37,87,3,0.492,9.04,1,0
303,2011,13.75,0.501,2.5,37,4,0.629,9.52,1,0
303,2012,10.87,0.264,2.65,68,3,0.7,8.64,0,0
303,2013,13.63,0.703,2.21,52,4,0.308,9.96,1,0
303,2014,11.86,0.408,2.6,20,3,0.455,8.08,0,0
303,2015,13.92,0.576,2.43,182,3,0.348,9.55,1,0
303,2016,14.27,0.266,2.45,118,3,0.701,11.5,1,0
303,2017,13.14,0.323,2.59,155,3,0.571,7.73,0,1
303,2018,12.48,0.715,1.84,30,1,0.417,9.03,1,0
303,2019,15.35,0.448,2.52,58,4,0.468,11.04,0,1
303,2020,13.87,0.718,2.58,176,3,0.361,5.84,1,0
303,2021,13.94,0.488,2.56,41,2,0.53,13.71,1,0
303,2022,11.8,0.224,2.39,13,4,0.779,12.09,0,0
303,2023,12.81,0.634,3.07,17,2,0.515,6.92,1,0
304,2010,13.4,0.412,2.32,64,4,0.362,5.79,1,0
304,2011,13.69,0.605,2.61,110,2,0.376,10.06,1,0
304,2012,11.79,0.504,3.15,130,3,0.388,7.76,0,0
304,2013,14.19,0.269,2.46,84,3,0.535,11.92,1,0
304,2014,14.47,0.525,2.61,132,3,0.356,10.79,1,0
304,2015,16.13,0.829,2.45,134,2,0.172,10.25,1,1
304,2016,14.87,0.574,3.12,64,2,0.354,8.86,1,0
304,2017,15.6,0.491,2.37,189,1,0.598,13.2,1,0
304,2018,15.44,0.661,3.14,119,4,0.317,11.51,1,0
304,2019,14.91,0.532,2.45,47,2,0.436,11.21,1,0
304,2020,16.12,0.531,2.07,151,3,0.437,12.4,0,1
304,2021,15.1,0.336,2.84,128,4,0.654,7.96,1,0
304,2022,14.52,0.535,2.35,143,4,0.423,12.57,1,0
304,2023,14.17,0.655,2.81,51,2,0.26,9.47,0,0
305,2010,10.48,0.375,1.14,67,4,0.724,10.67,0,0
305,2011,14.92,0.714,2.5,139,2,0.224,9.69,1,0
305,2012,12.67,0.486,2.27,98,3,0.475,6.24,1,0
305,2013,13.52,0.367,1.97,127,3,0.676,11.91,1,0
305,2014,12.75,0.65,2.22,35,1,0.382,6.35,1,0
305,2015,11.97,0.457,2.21,59,2,0.454,8.07,1,0
305,2016,15.42,0.614,2.48,157,3,0.462,9.09,1,1
305,2017,10.0,0.456,1.82,34,3,0.598,6.09,1,0
305,2018,11.4,0.491,2.66,40,4,0.527,7.8,0,0
305,2019,14.85,0.574,3.18,54,2,0.383,10.49,1,0
305,2020,16.73,0.544,2.64,146,4,0.416,9.31,0,1
305,2021,14.81,0.201,2.9,33,3,0.779,9.47,0,1
305,2022,14.83,0.332,3.05,159,4,0.545,8.17,0,0
305,2023,15.16,0.639,3.12,121,3,0.357,10.09,1,0
306,2010,15.91,0.48,3.44,182,4,0.609,9.35,1,0
306,2011,9.18,0.421,2.25,40,2,0.666,6.72,1,0
306,2012,12.15,0.296,2.14,166,3,0.666,9.6,0,0
306,2013,12.63,0.338,2.89,25,2,0.768,7.52,1,1
306,2014,13.72,0.197,2.85,42,2,0.994,11.8,0,0
306,2015,15.33,0.485,2.89,79,3,0.484,9.22,1,1
306,2016,16.96,0.41,3.44,182,3,0.659,15.04,1,0
306,2017,15.5,0.355,2.51,130,1,0.419,11.93,1,1
306,2018,12.81,0.49,2.71,41,3,0.384,9.74,0,0
306,2019,14.39,0.555,2.01,124,3,0.455,11.16,1,0
306,2020,16.92,0.814,3.57,151,1,0.085,5.82,1,1
306,2021,13.3,0.273,2.33,122,3,0.931,11.92,1,0
306,2022,13.76,0.674,2.35,5,3,0.386,8.36,0,0
306,2023,16.11,0.646,2.33,172,1,0.451,10.18,1,1
307,2010,11.53,0.383,2.18,59,3,0.614,8.54,1,0
307,2011,13.19,0.53,2.14,158,3,0.369,8.76,0,0
307,2012,14.96,0.431,2.24,175,4,0.517,9.64,1,0
307,2013,12.63,0.528,1.82,63,2,0.498,10.15,1,0
307,2014,13.34,0.726,2.11,55,4,0.21,9.95,1,0
307,2015,15.95,0.591,3.47,111,1,0.476,10.0,0,0
307,2016,14.52,0.576,2.87,147,3,0.495,6.75,1,1
307,2017,14.41,0.435,2.96,12,2,0.565,14.66,1,0
307,2018,13.73,0.277,3.09,98,4,0.54,10.46,0,0
307,2019,15.74,0.469,3.42,146,3,0.703,10.88,1,1
307,2020,12.59,0.681,1.61,101,1,0.298,9.32,1,1
307,2021,10.18,0.271,1.89,11,1,1.0,8.25,1,0
307,2022,9.34,0.342,2.1,22,2,0.724,10.3,1,0
307,2023,11.44,0.519,2.27,16,2,0.46,10.58,0,0
308,2010,13.32,0.352,2.35,6,3,0.692,12.6,1,0
308,2011,15.21,0.381,2.28,182,3,0.417,14.16,0,0
308,2012,13.59,0.436,2.61,97,4,0.666,12.95,0,0
308,2013,10.81,0.295,2.52,153,4,0.962,6.47,1,0
308,2014,11.3,0.354,2.14,11,3,0.437,9.08,1,0
308,2015,13.84,0.606,1.41,16,1,0.366,10.67,1,1
308,2016,11.55,0.304,2.0,88,2,0.686,9.2,1,0
308,2017,9.81,0.26,2.23,61,3,0.827,9.91,0,0
308,2018,10.32,0.405,2.38,82,3,0.805,5.71,1,0
308,2019,14.47,0.61,1.94,78,3,0.428,11.83,1,1
308,2020,10.82,0.47,2.25,27,4,0.744,6.25,0,0
308,2021,10.52,0.43,1.93,34,4,0.587,6.86,0,0
308,2022,11.39,0.507,2.44,115,2,0.538,7.97,0,0
308,2023,12.48,0.238,1.96,62,2,0.795,9.8,1,0
309,2010,11.01,0.574,2.08,99,4,0.548,6.75,0,0
309,2011,12.51,0.558,1.85,56,4,0.4,7.88,1,0
309,2012,12.51,0.439,2.42,60,2,0.643,12.3,1,0
309,2013,15.16,0.651,2.07,14,3,0.226,9.78,0,0
309,2014,15.74,0.331,2.95,151,3,0.641,10.87,1,0
309,2015,14.02,0.669,2.7,151,3,0.267,7.53,1,0
309,2016,13.97,0.523,2.47,112,2,0.486,9.89,1,0
309,2017,12.46,0.45,2.1,91,4,0.519,9.73,0,1
309,2018,13.87,0.497,2.69,191,3,0.616,8.41,1,0
309,2019,15.52,0.484,2.85,176,2,0.428,9.9,1,0
309,2020,15.74,0.683,2.57,191,3,0.144,6.22,1,0
309,2021,12.82,0.338,3.3,88,3,0.526,10.88,0,0
309,2022,10.92,0.386,2.73,8,4,0.714,9.2,0,0
309,2023,15.7,0.655,2.96,101,2,0.248,9.49,0,0
310,2010,14.82,0.411,2.57,116,4,0.629,11.7,0,0
310,2011,14.95,0.635,2.84,197,2,0.335,10.86,0,0
310,2012,15.48,0.755,2.1,145,3,0.328,9.36,1,0
310,2013,10.96,0.44,2.27,71,3,0.537,7.77,1,0
310,2014,16.11,0.602,2.67,144,3,0.674,12.66,1,1
310,2015,10.28,0.327,2.67,97,3,0.863,7.32,0,0
310,2016,15.1,0.613,2.75,187,4,0.355,11.26,0,0
310,2017,17.9,0.53,3.05,193,3,0.425,6.81,1,1
310,2018,12.4,0.571,1.79,99,3,0.742,11.84,0,0
310,2019,12.53,0.403,2.01,45,2,0.489,12.02,1,0
310,2020,11.66,0.251,2.61,168,1,0.744,6.17,1,0
310,2021,12.11,0.575,2.14,6,2,0.427,10.9,0,0
310,2022,14.61,0.19,4.19,26,4,0.809,10.73,1,1
310,2023,16.55,0.452,2.76,154,3,0.374,11.41,1,1
311,2010,13.93,0.641,2.46,45,4,0.408,10.73,1,0
311,2011,12.66,0.529,2.24,99,1,0.374,8.08,1,0
311,2012,14.09,0.792,2.26,120,3,0.351,9.57,1,0
311,2013,17.45,0.654,2.52,124,1,0.201,13.33,1,1
311,2014,12.32,0.402,2.56,18,3,0.604,7.78,1,1
311,2015,13.79,0.504,2.27,97,2,0.274,10.65,1,0
311,2016,13.57,0.493,2.36,39,1,0.292,12.3,1,0
311,2017,11.26,0.263,3.17,182,3,0.653,8.02,0,0
311,2018,12.86,0.359,3.19,13,2,0.571,7.17,0,0
311,2019,10.85,0.416,2.63,122,3,0.731,7.47,1,0
311,2020,9.19,0.195,1.83,100,3,0.801,10.79,0,0
311,2021,14.89,0.507,2.77,63,3,0.622,7.45,1,1
311,2022,13.22,0.463,3.28,60,4,0.499,9.73,1,0
311,2023,11.99,0.249,3.18,14,2,0.812,12.74,0,1
312,2010,16.05,0.561,2.87,29,3,0.367,9.9,0,1
312,2011,14.68,0.607,3.21,177,4,0.313,8.44,0,0
312,2012,14.76,0.534,2.53,15,3,0.284,10.25,1,0
312,2013,13.0,0.451,2.81,105,1,0.582,9.86,1,0
312,2014,12.59,0.589,2.16,13,4,0.437,10.91,1,1
312,2015,15.36,0.602,2.65,139,1,0.476,13.24,1,0
312,2016,13.71,0.546,3.16,75,2,0.475,10.79,1,0
312,2017,15.77,0.376,2.21,166,2,0.826,14.07,1,1
312,2018,14.1,0.541,2.07,87,1,0.476,10.91,1,0
312,2019,13.73,0.679,2.55,24,1,0.42,8.47,0,0
312,2020,15.64,0.411,2.39,118,1,0.557,14.58,1,1
312,2021,17.23,0.815,2.82,93,3,0.094,9.75,1,0
312,2022,11.6,0.421,2.27,9,2,0.651,7.89,1,1
312,2023,16.77,0.505,3.36,116,2,0.486,14.65,1,0
313,2010,10.62,0.399,1.86,59,3,0.684,8.53,0,0
313,2011,16.23,0.533,3.13,93,2,0.502,8.46,1,0
313,2012,11.6,0.239,2.12,19,1,0.682,8.9,0,0
313,2013,12.21,0.418,1.6,180,3,0.689,10.33,0,0
313,2014,13.12,0.336,2.62,8,2,0.577,11.86,1,0
313,2015,14.0,0.52,2.37,82,2,0.542,4.7,0,1
313,2016,13.45,0.649,1.95,124,3,0.479,11.85,1,0
313,2017,10.85,0.597,1.66,117,3,0.365,8.89,1,0
313,2018,9.77,0.144,2.5,25,3,0.971,9.17,1,0
313,2019,16.96,0.806,2.99,141,4,0.233,13.43,1,0
313,2020,16.63,0.544,2.79,70,3,0.541,10.43,1,1
313,2021,14.79,0.384,2.53,111,3,0.533,10.9,1,0
313,2022,14.78,0.524,2.74,167,2,0.498,9.9,1,0
313,2023,15.23,0.526,2.49,116,3,0.333,11.53,1,0
314,2010,12.31,0.4,1.79,121,2,0.771,13.24,1,0
314,2011,14.17,0.53,1.79,183,3,0.269,5.05,0,0
314,2012,16.1,0.409,2.4,132,3,0.556,12.17,0,1
314,2013,14.55,0.439,2.42,106,3,0.467,13.09,1,0
314,2014,13.79,0.397,2.93,82,4,0.67,11.0,1,0
314,2015,13.76,0.285,2.88,41,4,0.907,8.65,1,1
314,2016,12.53,0.522,2.8,10,2,0.544,7.7,1,0
314,2017,12.34,0.588,2.36,86,2,0.708,14.72,0,0
314,2018,14.97,0.577,1.81,90,4,0.285,8.19,0,1
314,2019,18.07,0.623,2.71,86,3,0.247,13.04,1,1
314,2020,14.72,0.549,2.76,55,3,0.362,10.78,1,0
314,2021,12.04,0.42,1.31,70,3,0.592,14.09,1,0
314,2022,13.78,0.626,2.08,100,3,0.271,9.36,1,0
314,2023,10.45,0.296,2.15,149,4,0.628,6.78,1,1
315,2010,11.62,0.365,2.56,69,3,0.697,10.0,1,0
315,2011,12.68,0.355,2.1,13,3,0.521,7.03,1,0
315,2012,17.33,0.662,2.48,145,3,0.225,15.35,1,0
315,2013,12.86,0.641,2.39,105,4,0.319,11.26,1,0
315,2014,15.8,0.573,2.42,190,3,0.396,11.56,1,1
315,2015,12.48,0.661,2.14,162,3,0.44,11.56,0,0
315,2016,10.94,0.368,2.18,35,4,0.542,8.61,1,0
315,2017,13.65,0.552,1.96,155,3,0.376,9.74,1,0
315,2018,15.16,0.481,2.69,67,2,0.577,10.22,1,0
315,2019,17.2,0.627,2.79,160,3,0.453,13.89,1,0
