Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding ($M),Number of Employees,Annual Revenue ($M),Valuation ($B),Success Score,Acquired?,IPO?,Customer Base (Millions),Tech Stack,Social Media Followers
Startup_3294,2015,USA,Logistics,IPO,494.0,3647,36.0,42.51,8,Yes,No,2.0,"Java, Spring",1483157
Startup_3295,2020,France,Logistics,Seed,347.0,4384,38.0,34.87,2,No,No,50.0,"C++, ML",2738480
Startup_3296,2010,Germany,FoodTech,Series B,51.0,2070,910.0,27.8,6,No,Yes,40.0,"C++, ML",1333602
Startup_3297,2020,Canada,Energy,Seed,357.0,2117,698.0,19.45,5,Yes,Yes,36.0,"Python, AI",812903
Startup_3298,2003,India,Gaming,IPO,144.0,1430,94.0,16.66,4,No,Yes,51.0,"Java, Spring",2383172
Startup_3299,2017,Canada,FinTech,Series A,282.0,3185,685.0,11.98,1,No,No,67.0,"Java, Spring",4815634
Startup_3300,2001,Germany,E-commerce,Series A,350.0,3802,606.0,31.61,7,No,No,21.0,"Java, Spring",4468463
Startup_3301,2001,India,FoodTech,IPO,113.0,19,1.0,40.75,4,Yes,Yes,44.0,"Python, AI",1784924
Startup_3302,2016,Japan,E-commerce,Seed,79.0,3820,807.0,43.62,1,Yes,No,5.0,"PHP, Laravel",2251668
Startup_3303,2015,Australia,FinTech,Seed,459.0,3809,611.0,9.45,9,No,No,30.0,"Node.js, React",540624
Startup_3304,2020,India,AI,Series C,298.0,4334,117.0,24.99,5,Yes,Yes,67.0,"Node.js, React",822027
Startup_3305,2003,Japan,AI,IPO,155.0,1422,137.0,4.82,5,No,Yes,41.0,"PHP, Laravel",4218047
Startup_3306,2006,USA,Tech,IPO,115.0,287,961.0,47.38,5,Yes,No,34.0,"C++, ML",4101400
Startup_3307,2011,China,FoodTech,IPO,491.0,1058,882.0,26.45,2,Yes,Yes,77.0,"Node.js, React",2270781
Startup_3308,2009,Brazil,Tech,Series A,451.0,930,561.0,4.76,6,No,No,12.0,"C++, ML",3395918
Startup_3309,2002,India,Logistics,Series C,490.0,2119,888.0,44.4,5,Yes,Yes,46.0,"PHP, Laravel",4468993
Startup_3310,2011,Canada,EdTech,IPO,45.0,159,716.0,13.53,7,Yes,Yes,25.0,"PHP, Laravel",4350067
Startup_3311,2008,Australia,Gaming,Seed,384.0,3382,14.0,45.2,8,No,No,94.0,"C++, ML",1278122
Startup_3312,2020,Brazil,E-commerce,Series B,294.0,2588,741.0,37.46,6,Yes,Yes,46.0,"Java, Spring",2855775
Startup_3313,2012,Australia,Gaming,Series B,493.0,3435,258.0,12.26,4,Yes,Yes,21.0,"Java, Spring",4422462
Startup_3314,2010,UK,FoodTech,Series C,230.0,4570,477.0,40.41,3,No,No,55.0,"C++, ML",2645981
Startup_3315,2000,Canada,E-commerce,IPO,192.0,1237,731.0,28.08,8,Yes,No,1.0,"Node.js, React",2415013
Startup_3316,2004,France,FoodTech,IPO,77.0,2771,922.0,45.8,3,No,Yes,65.0,"C++, ML",3605147
Startup_3317,2018,Germany,AI,Series C,297.0,4984,322.0,13.9,9,No,No,30.0,"Java, Spring",323474
Startup_3318,2005,Australia,FinTech,Series A,49.0,520,346.0,22.86,9,Yes,Yes,5.0,"PHP, Laravel",3628552
Startup_3319,2000,Germany,AI,IPO,119.0,2738,346.0,34.95,8,Yes,No,22.0,"PHP, Laravel",2516261
Startup_3320,2005,China,FinTech,Series C,42.0,2426,168.0,24.36,7,No,No,83.0,"C++, ML",1781588
Startup_3321,2010,Australia,Healthcare,Series C,384.0,2495,518.0,45.8,7,No,No,95.0,"Node.js, React",2521656
Startup_3322,2009,Canada,AI,Series B,123.0,2285,997.0,18.51,8,Yes,No,1.0,"Java, Spring",761983
Startup_3323,2000,UK,Gaming,IPO,18.0,3007,98.0,9.85,2,Yes,No,27.0,"PHP, Laravel",1949650
Startup_3324,2015,India,Logistics,Series C,185.0,1943,83.0,29.19,3,Yes,No,67.0,"Java, Spring",4024407
Startup_3325,2012,Australia,AI,Series B,3.0,4720,654.0,8.46,7,No,No,11.0,"Node.js, React",4373659
Startup_3326,2010,UK,E-commerce,Series A,205.0,53,483.0,16.43,9,Yes,Yes,33.0,"PHP, Laravel",2115680
Startup_3327,2002,Brazil,AI,Series A,407.0,4450,120.0,16.75,5,Yes,No,98.0,"Java, Spring",2788787
Startup_3328,2006,Canada,Healthcare,IPO,68.0,1098,361.0,37.57,4,No,Yes,98.0,"PHP, Laravel",412617
Startup_3329,2003,UK,Gaming,Series A,357.0,4132,840.0,33.18,2,No,No,72.0,"Node.js, React",2068701
Startup_3330,2020,France,E-commerce,Series B,179.0,2871,252.0,31.05,2,Yes,Yes,72.0,"PHP, Laravel",2058211
Startup_3331,2014,Japan,AI,Seed,347.0,560,394.0,14.15,5,No,No,89.0,"Python, AI",4562305
Startup_3332,2003,Canada,Gaming,Seed,416.0,4363,226.0,0.14,8,No,Yes,96.0,"Node.js, React",2810418
Startup_3333,2021,Australia,EdTech,Series B,6.0,1702,869.0,46.47,2,No,No,79.0,"PHP, Laravel",986971
Startup_3334,2003,Canada,Energy,IPO,386.0,4766,186.0,24.5,2,No,No,63.0,"PHP, Laravel",3478060
Startup_3335,2022,Australia,Tech,Series B,377.0,972,704.0,20.07,7,No,No,29.0,"C++, ML",2693075
Startup_3336,2020,France,Energy,IPO,464.0,1482,704.0,27.81,7,No,No,4.0,"Node.js, React",3021259
Startup_3337,2001,France,Logistics,Series C,196.0,1762,122.0,11.82,7,No,No,77.0,"C++, ML",1439463
Startup_3338,2010,USA,Healthcare,Series A,95.0,2616,110.0,2.44,5,Yes,No,64.0,"C++, ML",2868972
Startup_3339,2017,USA,Energy,Series C,343.0,1531,328.0,18.51,3,Yes,Yes,99.0,"Python, AI",820595
Startup_3340,2002,Brazil,EdTech,Series B,412.0,3428,405.0,48.74,1,Yes,Yes,40.0,"Node.js, React",3627663
Startup_3341,2021,Australia,FinTech,IPO,85.0,3744,351.0,22.31,1,No,No,62.0,"Node.js, React",352997
Startup_3342,2019,Canada,Tech,IPO,213.0,3052,862.0,22.75,4,Yes,No,46.0,"Node.js, React",2524804
Startup_3343,2008,Brazil,Tech,Series C,227.0,1088,967.0,13.61,3,No,No,51.0,"C++, ML",3131104
Startup_3344,2018,USA,EdTech,Series A,103.0,717,346.0,31.98,3,No,No,2.0,"Java, Spring",532493
Startup_3345,2007,Canada,FoodTech,Series B,426.0,88,572.0,24.28,2,Yes,Yes,52.0,"Python, AI",3772304
Startup_3346,2022,France,Energy,Series A,489.0,67,162.0,47.64,3,Yes,No,1.0,"PHP, Laravel",1545908
Startup_3347,2018,Japan,EdTech,Seed,372.0,4325,184.0,4.82,8,No,No,24.0,"Python, AI",1129944
Startup_3348,2010,China,FoodTech,Seed,473.0,4691,837.0,45.24,1,Yes,Yes,13.0,"Python, AI",2447560
Startup_3349,2000,Canada,FinTech,Series B,481.0,4332,19.0,31.61,5,No,Yes,59.0,"PHP, Laravel",3211436
Startup_3350,2011,India,Gaming,Series B,8.0,2344,277.0,16.23,1,No,No,68.0,"Node.js, React",3578720
Startup_3351,2022,USA,EdTech,Series B,291.0,4665,654.0,30.39,5,Yes,Yes,72.0,"Python, AI",234062
Startup_3352,2004,Brazil,E-commerce,Series B,213.0,3060,201.0,7.34,9,No,No,43.0,"PHP, Laravel",4943267
Startup_3353,2012,Canada,Tech,IPO,370.0,2794,36.0,1.99,2,Yes,No,82.0,"Java, Spring",2987226
Startup_3354,2000,Japan,AI,Series A,54.0,4836,933.0,38.11,7,Yes,Yes,24.0,"C++, ML",3945292
Startup_3355,2021,Germany,Tech,Series B,11.0,291,607.0,22.41,5,No,No,50.0,"Java, Spring",3189936
Startup_3356,2005,France,E-commerce,Series B,146.0,2310,915.0,11.73,5,Yes,No,31.0,"Node.js, React",128660
Startup_3357,2014,India,FinTech,Series B,438.0,3224,620.0,43.56,4,No,No,58.0,"PHP, Laravel",3934465
Startup_3358,2002,China,EdTech,Series C,21.0,1008,808.0,29.41,4,Yes,No,90.0,"Python, AI",2983413
Startup_3359,2012,India,Logistics,Series A,481.0,4773,918.0,2.76,8,No,No,96.0,"PHP, Laravel",1180984
Startup_3360,2018,USA,Gaming,Series A,130.0,1793,962.0,10.14,7,No,No,90.0,"Node.js, React",4414704
Startup_3361,2020,Canada,Logistics,Series B,246.0,2897,5.0,1.96,5,No,Yes,1.0,"Node.js, React",567898
Startup_3362,2000,France,Healthcare,Series A,114.0,3200,837.0,7.1,2,Yes,Yes,29.0,"C++, ML",543918
Startup_3363,2006,USA,FoodTech,Seed,314.0,1325,235.0,39.19,7,No,No,63.0,"Java, Spring",1141082
Startup_3364,2000,UK,FinTech,Series B,312.0,2475,978.0,5.35,7,Yes,No,63.0,"Node.js, React",1470011
Startup_3365,2010,France,AI,Series C,283.0,2593,85.0,27.62,3,No,Yes,86.0,"Node.js, React",2721554
Startup_3366,2000,India,FoodTech,Seed,162.0,3682,795.0,22.1,2,Yes,No,92.0,"C++, ML",1368767
Startup_3367,2009,Japan,Logistics,Series A,435.0,4138,346.0,25.52,9,Yes,Yes,94.0,"Java, Spring",116461
Startup_3368,2015,Brazil,FoodTech,Series C,124.0,4869,780.0,27.96,4,Yes,Yes,70.0,"Python, AI",4434625
Startup_3369,2005,Japan,Healthcare,IPO,463.0,718,394.0,18.03,7,No,Yes,87.0,"Python, AI",4795346
Startup_3370,2011,France,Energy,IPO,31.0,2847,272.0,20.69,1,No,Yes,40.0,"Java, Spring",805578
Startup_3371,2017,Japan,EdTech,Series B,7.0,948,70.0,14.55,1,No,No,48.0,"PHP, Laravel",809857
Startup_3372,2003,Canada,FinTech,Series B,419.0,3160,105.0,8.16,1,No,Yes,55.0,"Node.js, React",3522661
Startup_3373,2009,China,AI,Series B,217.0,4642,781.0,47.15,6,No,No,83.0,"Node.js, React",1015469
Startup_3374,2017,France,AI,Series B,353.0,1024,561.0,36.89,4,Yes,No,27.0,"Python, AI",2504569
Startup_3375,2001,Germany,FoodTech,Series B,188.0,137,265.0,32.53,8,No,No,86.0,"Python, AI",3816024
Startup_3376,2022,USA,Logistics,Series B,125.0,4132,323.0,1.24,4,No,Yes,47.0,"C++, ML",2033349
Startup_3377,2000,India,Tech,Series A,32.0,2717,285.0,14.83,8,No,Yes,28.0,"Java, Spring",2697671
Startup_3378,2005,China,Energy,Seed,128.0,4328,358.0,7.62,4,No,No,13.0,"PHP, Laravel",691857
Startup_3379,2015,China,Energy,IPO,161.0,1292,798.0,24.58,1,No,Yes,14.0,"PHP, Laravel",1877113
Startup_3380,2018,USA,Healthcare,Series C,271.0,4822,295.0,30.74,5,No,No,85.0,"Node.js, React",1015476
Startup_3381,2020,Japan,Logistics,Series B,198.0,1783,624.0,25.77,4,No,No,58.0,"PHP, Laravel",1578895
Startup_3382,2021,Japan,Healthcare,IPO,144.0,4647,775.0,26.78,9,No,No,48.0,"Java, Spring",1211714
Startup_3383,2008,Japan,AI,IPO,280.0,3319,920.0,46.71,8,No,No,23.0,"C++, ML",4052176
Startup_3384,2005,Australia,FoodTech,Series C,229.0,3989,901.0,46.59,6,Yes,No,4.0,"Java, Spring",1309896
Startup_3385,2005,Germany,E-commerce,Series C,210.0,3091,652.0,14.03,1,No,No,85.0,"Node.js, React",4188798
Startup_3386,2018,Brazil,FinTech,IPO,442.0,3317,313.0,15.34,1,No,Yes,28.0,"PHP, Laravel",2179086
Startup_3387,2022,France,Energy,Series C,288.0,1253,297.0,40.14,7,No,Yes,6.0,"Python, AI",4570928
Startup_3388,2005,USA,AI,Series A,210.0,141,821.0,26.37,2,No,Yes,80.0,"PHP, Laravel",1796585
Startup_3389,2006,Japan,Logistics,IPO,248.0,3813,182.0,17.32,6,No,No,87.0,"Java, Spring",258938
Startup_3390,2010,Brazil,E-commerce,Series A,213.0,1148,502.0,27.97,1,Yes,No,78.0,"Java, Spring",2479738
Startup_3391,2017,Australia,Logistics,Series A,56.0,3371,44.0,30.97,1,No,No,10.0,"PHP, Laravel",1758162
Startup_3392,2015,Canada,Logistics,Seed,471.0,3947,716.0,42.95,9,No,No,7.0,"Node.js, React",1604919
Startup_3393,2021,USA,Healthcare,Series C,223.0,3415,285.0,26.09,7,Yes,No,43.0,"Node.js, React",4554139
Startup_3394,2000,Australia,EdTech,Seed,252.0,3275,350.0,26.52,7,Yes,Yes,33.0,"Node.js, React",4490530
Startup_3395,2020,India,AI,Series A,371.0,3263,910.0,36.86,9,Yes,No,12.0,"PHP, Laravel",2881521
Startup_3396,2013,Canada,Energy,Series A,271.0,2675,90.0,7.83,7,Yes,No,3.0,"Java, Spring",2016477
Startup_3397,2012,Canada,Gaming,IPO,166.0,4059,776.0,0.43,7,Yes,Yes,49.0,"Node.js, React",4818487
Startup_3398,2022,Canada,AI,Series B,430.0,4265,33.0,19.19,6,Yes,No,58.0,"C++, ML",3156237
Startup_3399,2002,China,Gaming,Series A,35.0,2849,694.0,6.49,4,No,Yes,85.0,"PHP, Laravel",3813334
Startup_3400,2013,UK,EdTech,Series A,68.0,161,495.0,4.33,4,No,No,27.0,"Java, Spring",2371618
Startup_3401,2017,China,FinTech,Series A,432.0,1744,132.0,6.52,6,Yes,No,49.0,"Python, AI",317195
Startup_3402,2012,China,FinTech,Seed,241.0,3641,892.0,36.54,5,No,No,56.0,"Node.js, React",2315124
Startup_3403,2021,Brazil,Tech,Series A,255.0,2929,84.0,44.16,6,Yes,Yes,85.0,"C++, ML",3560395
Startup_3404,2020,Japan,FoodTech,Series B,193.0,343,274.0,7.53,8,Yes,Yes,25.0,"PHP, Laravel",217336
Startup_3405,2003,China,FinTech,Series B,445.0,4618,58.0,26.82,7,No,Yes,18.0,"PHP, Laravel",203329
Startup_3406,2014,UK,Tech,Seed,325.0,1113,351.0,12.09,1,No,Yes,64.0,"C++, ML",2731738
Startup_3407,2014,Germany,Energy,Series A,387.0,1269,446.0,20.12,9,No,No,52.0,"Node.js, React",4339294
Startup_3408,2018,Germany,Energy,IPO,385.0,2753,372.0,17.47,8,Yes,Yes,47.0,"C++, ML",4355767
Startup_3409,2019,Germany,Energy,Series C,305.0,228,430.0,27.86,4,No,No,92.0,"C++, ML",3270213
Startup_3410,2003,Japan,Gaming,Seed,431.0,2094,618.0,28.26,3,Yes,Yes,52.0,"Java, Spring",2494489
Startup_3411,2020,Japan,AI,Seed,150.0,1206,989.0,27.8,9,Yes,Yes,3.0,"Java, Spring",1863364
Startup_3412,2018,Brazil,Healthcare,IPO,481.0,2119,977.0,16.87,3,No,No,56.0,"Python, AI",3488211
Startup_3413,2000,Brazil,FinTech,IPO,113.0,3127,836.0,8.52,6,Yes,No,58.0,"Java, Spring",4309717
Startup_3414,2015,Australia,FinTech,Series A,439.0,1535,28.0,12.15,4,No,Yes,19.0,"Python, AI",1530632
Startup_3415,2003,Australia,E-commerce,Series C,288.0,3242,314.0,32.29,6,No,No,21.0,"Python, AI",2257655
Startup_3416,2016,Japan,Logistics,Series B,397.0,3985,491.0,8.16,5,Yes,No,39.0,"Node.js, React",32602
Startup_3417,2002,China,Energy,Seed,132.0,2514,265.0,9.63,3,No,Yes,37.0,"Java, Spring",3587743
Startup_3418,2004,USA,Tech,Series C,378.0,4683,632.0,31.4,7,No,Yes,52.0,"C++, ML",3532757
Startup_3419,2019,USA,E-commerce,Series B,289.0,1072,135.0,44.77,9,No,No,32.0,"Node.js, React",2239883
Startup_3420,2022,Brazil,FinTech,Series A,72.0,296,227.0,21.68,6,Yes,No,78.0,"Java, Spring",1383986
Startup_3421,2007,Germany,Tech,Series C,479.0,1417,93.0,14.03,3,No,No,29.0,"C++, ML",388641
Startup_3422,2005,France,Gaming,Series C,297.0,4164,188.0,25.2,2,No,No,81.0,"C++, ML",2102027
Startup_3423,2013,Japan,FinTech,Series B,55.0,2566,717.0,27.21,6,No,No,54.0,"Python, AI",3316900
Startup_3424,2003,USA,EdTech,Seed,293.0,1209,787.0,28.05,6,Yes,No,87.0,"PHP, Laravel",3682785
Startup_3425,2003,Japan,Logistics,Seed,191.0,701,490.0,5.14,2,Yes,No,25.0,"C++, ML",67669
Startup_3426,2014,Brazil,AI,Seed,477.0,3864,834.0,32.26,4,No,No,32.0,"Node.js, React",4983587
Startup_3427,2007,France,E-commerce,Series C,333.0,4256,701.0,22.52,7,Yes,Yes,79.0,"C++, ML",4630357
Startup_3428,2022,China,Gaming,Series A,497.0,4619,43.0,36.22,8,No,Yes,74.0,"C++, ML",4731676
Startup_3429,2017,UK,AI,Series A,347.0,2070,236.0,33.53,9,Yes,No,19.0,"Node.js, React",3479457
Startup_3430,2005,China,Gaming,Series A,298.0,258,407.0,39.76,7,No,Yes,38.0,"C++, ML",234901
Startup_3431,2008,UK,AI,Seed,269.0,2375,359.0,32.52,8,No,Yes,47.0,"C++, ML",1231293
Startup_3432,2008,Canada,Gaming,IPO,405.0,2854,267.0,3.36,1,No,No,21.0,"Python, AI",602139
Startup_3433,2022,Japan,Logistics,Series A,159.0,2633,577.0,3.55,3,Yes,Yes,61.0,"Python, AI",3122694
Startup_3434,2016,UK,Tech,Seed,213.0,1364,623.0,14.61,8,Yes,Yes,35.0,"PHP, Laravel",949549
Startup_3435,2015,Japan,FinTech,Series C,209.0,3077,897.0,43.43,6,Yes,Yes,57.0,"Java, Spring",4271610
Startup_3436,2021,Canada,Gaming,Series C,294.0,3789,574.0,40.81,4,No,No,31.0,"Node.js, React",4111067
Startup_3437,2017,India,Gaming,Series C,187.0,1641,104.0,7.83,1,No,No,48.0,"Node.js, React",1718019
Startup_3438,2003,Australia,E-commerce,Series A,161.0,2326,846.0,25.16,7,Yes,No,25.0,"Node.js, React",3946846
Startup_3439,2010,Canada,Gaming,Series A,344.0,3891,228.0,39.36,8,Yes,Yes,1.0,"Node.js, React",470146
Startup_3440,2020,India,AI,IPO,479.0,3353,867.0,19.68,7,No,Yes,18.0,"Node.js, React",3675220
Startup_3441,2021,Brazil,Gaming,Seed,1.0,3892,227.0,49.58,1,Yes,No,38.0,"Java, Spring",4994791
Startup_3442,2009,France,Gaming,Seed,253.0,4725,879.0,27.21,4,Yes,Yes,89.0,"Python, AI",4578241
Startup_3443,2022,India,EdTech,Series B,250.0,115,325.0,32.81,2,No,No,76.0,"Java, Spring",4590586
Startup_3444,2006,UK,Energy,Seed,25.0,1671,292.0,2.2,8,No,Yes,20.0,"Java, Spring",2168935
Startup_3445,2012,Germany,FoodTech,Series B,55.0,1826,13.0,18.02,4,No,No,79.0,"Node.js, React",852300
Startup_3446,2016,France,Logistics,Series B,186.0,500,351.0,19.3,3,No,Yes,54.0,"PHP, Laravel",3937209
Startup_3447,2009,Germany,FoodTech,Series C,226.0,602,464.0,47.88,9,Yes,Yes,97.0,"Python, AI",2045171
Startup_3448,2002,Brazil,Healthcare,Series B,476.0,3728,356.0,48.57,3,No,Yes,16.0,"PHP, Laravel",136877
Startup_3449,2013,Brazil,E-commerce,Series C,330.0,2500,454.0,44.18,9,No,Yes,13.0,"Python, AI",4624405
Startup_3450,2004,UK,E-commerce,Seed,186.0,3730,484.0,23.2,2,Yes,No,36.0,"C++, ML",49170
Startup_3451,2016,France,AI,IPO,176.0,1705,113.0,5.21,8,Yes,No,90.0,"Python, AI",4868436
Startup_3452,2013,USA,Gaming,Series B,152.0,1334,602.0,12.01,4,No,Yes,66.0,"C++, ML",223022
Startup_3453,2005,USA,EdTech,IPO,275.0,67,169.0,41.15,9,No,Yes,66.0,"PHP, Laravel",2631975
Startup_3454,2013,USA,AI,Series C,481.0,1098,836.0,35.37,3,No,Yes,4.0,"PHP, Laravel",1862730
Startup_3455,2003,Brazil,Gaming,Seed,138.0,3491,404.0,39.44,8,No,Yes,67.0,"C++, ML",2648110
Startup_3456,2007,Germany,Energy,Seed,293.0,2938,31.0,24.91,8,No,Yes,4.0,"Java, Spring",2739176
Startup_3457,2021,Australia,E-commerce,Seed,116.0,3291,115.0,4.12,8,Yes,No,96.0,"Node.js, React",4102206
Startup_3458,2009,Canada,E-commerce,IPO,357.0,4760,754.0,18.71,9,Yes,No,98.0,"Python, AI",4577632
Startup_3459,2020,Australia,Gaming,Series A,142.0,109,860.0,8.24,9,No,No,22.0,"Node.js, React",2918864
Startup_3460,2004,China,FinTech,Series A,431.0,4084,868.0,41.37,2,Yes,Yes,53.0,"Java, Spring",1225390
Startup_3461,2000,UK,Tech,Seed,275.0,2161,251.0,45.06,7,Yes,Yes,75.0,"Java, Spring",784695
Startup_3462,2008,Canada,Logistics,Seed,484.0,523,529.0,28.32,1,No,Yes,61.0,"C++, ML",3034332
Startup_3463,2013,Germany,Tech,Series C,399.0,1816,549.0,6.16,2,Yes,No,54.0,"Java, Spring",2249540
Startup_3464,2000,Brazil,E-commerce,IPO,67.0,383,827.0,22.95,5,Yes,Yes,41.0,"Python, AI",2413723
Startup_3465,2016,USA,EdTech,IPO,103.0,4564,297.0,38.65,1,Yes,Yes,14.0,"C++, ML",2579974
Startup_3466,2014,USA,FoodTech,IPO,472.0,2698,304.0,9.89,2,No,No,42.0,"Node.js, React",2708238
Startup_3467,2018,Australia,E-commerce,Series A,424.0,2749,925.0,48.63,8,Yes,No,45.0,"C++, ML",3031860
Startup_3468,2005,China,Tech,Seed,272.0,3618,985.0,3.09,3,Yes,No,89.0,"PHP, Laravel",1653970
Startup_3469,2011,Canada,Tech,Series C,370.0,1406,967.0,14.77,5,No,No,26.0,"Java, Spring",3858672
Startup_3470,2017,Brazil,EdTech,IPO,104.0,4324,595.0,30.73,4,No,No,85.0,"Python, AI",3301359
Startup_3471,2009,UK,AI,Series B,266.0,2126,419.0,32.36,3,Yes,No,16.0,"Node.js, React",2115639
Startup_3472,2010,Japan,Healthcare,IPO,375.0,2379,556.0,7.85,3,No,Yes,48.0,"Node.js, React",2101524
Startup_3473,2011,UK,Logistics,Series C,289.0,260,962.0,20.97,5,Yes,No,99.0,"Java, Spring",3609209
Startup_3474,2002,China,Energy,Series C,317.0,2910,686.0,41.15,5,No,No,87.0,"C++, ML",3602081
Startup_3475,2006,Australia,FoodTech,Seed,12.0,1986,834.0,45.79,7,Yes,No,9.0,"Node.js, React",3198885
Startup_3476,2005,Germany,EdTech,Seed,268.0,3005,323.0,45.61,9,Yes,Yes,75.0,"Node.js, React",2665671
Startup_3477,2019,France,Gaming,IPO,41.0,1670,428.0,5.53,8,Yes,Yes,9.0,"PHP, Laravel",4378492
Startup_3478,2010,China,FoodTech,Seed,112.0,1750,329.0,22.81,6,No,No,75.0,"PHP, Laravel",2290516
Startup_3479,2012,Australia,Energy,Series A,66.0,4112,351.0,14.61,3,Yes,Yes,35.0,"PHP, Laravel",640010
Startup_3480,2011,Brazil,Logistics,Seed,87.0,429,760.0,42.73,2,No,No,58.0,"Node.js, React",4665069
Startup_3481,2018,USA,Energy,Series C,411.0,2307,309.0,20.9,7,No,Yes,24.0,"C++, ML",4843552
Startup_3482,2007,UK,EdTech,IPO,139.0,2991,420.0,45.91,8,Yes,Yes,2.0,"Java, Spring",299755
Startup_3483,2016,Japan,Healthcare,Series A,439.0,682,738.0,15.4,5,Yes,No,73.0,"C++, ML",1866539
Startup_3484,2021,France,Gaming,Series C,443.0,4978,139.0,7.04,3,No,Yes,20.0,"PHP, Laravel",945242
Startup_3485,2020,Brazil,Gaming,IPO,46.0,847,48.0,26.54,1,Yes,Yes,91.0,"PHP, Laravel",3329122
Startup_3486,2019,India,Gaming,Seed,303.0,4844,577.0,48.01,9,No,No,86.0,"Node.js, React",4660440
Startup_3487,2017,UK,AI,Series A,397.0,4544,346.0,49.42,8,No,Yes,64.0,"PHP, Laravel",447927
Startup_3488,2016,Brazil,Logistics,Series C,149.0,2840,991.0,24.09,1,Yes,Yes,33.0,"Java, Spring",4466552
Startup_3489,2019,Germany,Energy,IPO,14.0,1106,79.0,41.28,4,Yes,No,44.0,"C++, ML",3534236
Startup_3490,2018,Canada,Healthcare,Series B,239.0,4665,130.0,8.55,6,No,No,84.0,"C++, ML",3530960
Startup_3491,2003,Germany,AI,Series C,207.0,3133,40.0,16.92,5,No,Yes,54.0,"Java, Spring",4403116
Startup_3492,2004,UK,FinTech,Series C,199.0,4431,581.0,26.86,4,No,No,25.0,"PHP, Laravel",847812
Startup_3493,2005,Germany,Gaming,Series C,91.0,3249,80.0,40.35,6,Yes,No,91.0,"Node.js, React",647820
Startup_3494,2020,Germany,Energy,Series A,366.0,1839,58.0,42.24,8,No,Yes,16.0,"C++, ML",2052444
Startup_3495,2010,Germany,Energy,Seed,265.0,872,441.0,37.58,8,No,Yes,27.0,"Python, AI",1623611
Startup_3496,2019,Canada,Gaming,Seed,240.0,2396,107.0,46.2,6,Yes,No,48.0,"Python, AI",1546044
Startup_3497,2020,USA,Energy,Series A,174.0,4367,541.0,32.06,7,No,No,85.0,"C++, ML",2218643
Startup_3498,2017,France,Tech,Seed,187.0,2848,294.0,4.51,5,No,Yes,48.0,"Node.js, React",4941852
Startup_3499,2001,China,Healthcare,Series A,70.0,4069,866.0,38.4,9,No,Yes,12.0,"C++, ML",293505
Startup_3500,2002,China,EdTech,Series A,96.0,757,533.0,30.34,3,Yes,Yes,13.0,"C++, ML",1283557
Startup_3501,2013,China,EdTech,Seed,284.0,2249,593.0,25.94,1,Yes,Yes,62.0,"Python, AI",624060
Startup_3502,2017,China,EdTech,Seed,360.0,475,102.0,6.14,8,No,Yes,80.0,"Node.js, React",1891426
Startup_3503,2017,India,EdTech,IPO,326.0,3330,476.0,32.51,9,Yes,No,68.0,"Node.js, React",3184002
Startup_3504,2012,UK,Gaming,IPO,444.0,2468,823.0,31.66,9,No,No,81.0,"Python, AI",2456956
Startup_3505,2017,Germany,AI,Series C,106.0,1152,991.0,32.85,4,Yes,No,31.0,"PHP, Laravel",3887189
Startup_3506,2010,China,Energy,Series C,195.0,4868,305.0,24.7,6,Yes,No,47.0,"Python, AI",14797
Startup_3507,2002,USA,Tech,Series A,133.0,3508,993.0,47.82,7,Yes,No,81.0,"C++, ML",11479
Startup_3508,2015,Germany,Gaming,Seed,229.0,1792,729.0,40.0,9,Yes,Yes,8.0,"Java, Spring",2647512
Startup_3509,2009,Japan,Logistics,Seed,13.0,200,627.0,9.81,4,No,No,51.0,"Python, AI",1925545
Startup_3510,2017,Japan,FoodTech,IPO,491.0,3390,922.0,31.83,1,No,Yes,21.0,"PHP, Laravel",195515
Startup_3511,2015,USA,FinTech,Seed,116.0,3356,772.0,33.47,2,No,Yes,44.0,"Java, Spring",4446243
Startup_3512,2004,USA,Healthcare,Series A,498.0,785,823.0,11.07,3,Yes,Yes,79.0,"C++, ML",4130359
Startup_3513,2011,India,E-commerce,Series B,109.0,373,371.0,29.58,4,Yes,No,63.0,"PHP, Laravel",3656813
Startup_3514,2022,China,Logistics,Seed,443.0,4459,806.0,6.08,4,Yes,No,55.0,"PHP, Laravel",1447157
Startup_3515,2002,Canada,Gaming,Series C,222.0,3595,902.0,27.48,9,Yes,Yes,72.0,"Node.js, React",4134291
Startup_3516,2004,Canada,Tech,IPO,17.0,401,682.0,11.97,6,Yes,Yes,48.0,"PHP, Laravel",1665000
Startup_3517,2019,UK,E-commerce,Series A,181.0,4534,458.0,27.22,6,Yes,Yes,68.0,"C++, ML",4253674
Startup_3518,2019,Germany,AI,Series C,178.0,2136,984.0,29.48,4,No,Yes,55.0,"Java, Spring",3423159
Startup_3519,2018,UK,EdTech,Series A,364.0,1771,510.0,49.32,5,No,No,72.0,"PHP, Laravel",4934490
Startup_3520,2017,India,Energy,IPO,492.0,4908,135.0,13.62,7,Yes,No,45.0,"Node.js, React",4103387
Startup_3521,2015,Brazil,Energy,IPO,442.0,3148,24.0,28.25,1,Yes,Yes,52.0,"Java, Spring",453716
Startup_3522,2005,Brazil,Gaming,Series C,177.0,2297,305.0,5.63,2,No,No,38.0,"Node.js, React",51748
