Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding ($M),Number of Employees,Annual Revenue ($M),Valuation ($B),Success Score,Acquired?,IPO?,Customer Base (Millions),Tech Stack,Social Media Followers
Startup_5456,2013,USA,FoodTech,IPO,1.2213,2,2.4918,4.8311,4,No,No,1.2751,"PHP, Laravel",46933
Startup_5457,2002,Germany,FinTech,Series A,4.4543,40,5.7274,7.1215,8,Yes,No,2.5762,"Python, AI",7214
Startup_5458,2011,USA,Logistics,Series B,0.0954,41,0.901,2.2021,1,No,No,0.3664,"Java, Spring",12569
Startup_5459,2011,Germany,FinTech,Series B,1.0469,27,3.1722,7.1116,5,No,No,1.4601,"PHP, Laravel",35640
Startup_5460,2020,Brazil,E-commerce,Series B,4.7972,35,8.0569,13.4508,10,Yes,No,1.3616,"Python, AI",13464
Startup_5461,2013,Brazil,Gaming,Seed,3.0863,2,3.5295,9.8098,5,Yes,No,0.6145,"Java, Spring",10189
Startup_5462,2007,China,Energy,IPO,1.3453,39,2.8213,8.4737,4,No,No,0.6332,"PHP, Laravel",12598
Startup_5463,2019,France,Healthcare,Series B,0.3816,37,1.5301,3.0465,2,No,No,0.9709,"Node.js, React",38040
Startup_5464,2002,Canada,Energy,Series A,0.1895,21,0.9626,1.194,1,No,No,0.3379,"Node.js, React",26129
Startup_5465,2016,India,AI,IPO,1.2615,5,2.6943,8.2395,4,No,No,0.6057,"Node.js, React",50000
Startup_5466,2011,UK,AI,Series B,4.4134,45,4.6502,5.2467,6,No,No,0.8883,"Python, AI",13236
Startup_5467,2010,Japan,Gaming,Series A,2.1088,21,4.7835,16.6346,7,No,No,0.001,"Node.js, React",34845
Startup_5468,2011,Australia,Energy,Series B,3.6157,29,5.8393,15.0231,8,No,No,0.7954,"C++, ML",19648
Startup_5469,2011,Japan,Energy,Series C,4.5955,20,7.698,14.2816,9,No,No,2.6443,"Java, Spring",50000
Startup_5470,2000,India,Tech,IPO,2.0698,38,5.1544,9.2264,7,No,No,1.1274,"Python, AI",12787
Startup_5471,2007,Germany,Tech,IPO,0.9968,20,2.4454,3.0606,4,No,No,0.3031,"Node.js, React",6428
Startup_5472,2018,India,Healthcare,Series B,2.6097,50,5.1226,9.4701,7,No,No,2.7859,"Java, Spring",21351
Startup_5473,2003,Germany,EdTech,Series B,4.545,25,2.9964,4.5724,4,No,No,0.8034,"PHP, Laravel",24074
Startup_5474,2003,Australia,AI,Series B,4.0317,2,6.0338,15.8863,8,No,No,2.6535,"Node.js, React",17276
Startup_5475,2012,Canada,EdTech,Series C,0.3759,32,1.1844,1.8625,1,No,No,0.1492,"Java, Spring",43547
Startup_5476,2004,India,FoodTech,Series B,3.4782,26,7.1559,16.3542,9,Yes,No,1.8969,"C++, ML",11965
Startup_5477,2002,Germany,EdTech,Series C,2.8809,6,5.9708,15.1497,8,No,No,2.018,"PHP, Laravel",19740
Startup_5478,2014,Canada,Logistics,Series A,4.5419,41,6.9265,13.1033,9,No,No,1.3032,"C++, ML",25948
Startup_5479,2001,India,Healthcare,Series A,0.6563,3,0.8811,1.0892,1,No,No,0.001,"Java, Spring",18628
Startup_5480,2004,Canada,Healthcare,Seed,2.6935,33,6.9117,7.805,9,Yes,No,3.6588,"C++, ML",50000
Startup_5481,2009,China,Gaming,IPO,4.4033,1,5.3165,6.0986,7,No,No,2.8427,"Java, Spring",30311
Startup_5482,2019,China,E-commerce,Series A,2.0796,5,2.0648,5.9798,3,No,No,0.113,"Java, Spring",4438
Startup_5483,2010,USA,Logistics,Seed,2.4359,13,3.0752,6.2263,4,No,No,0.5932,"C++, ML",9699
Startup_5484,2020,China,Logistics,Series C,0.3988,19,1.067,3.4142,1,No,No,0.7156,"Java, Spring",23593
Startup_5485,2004,Canada,Gaming,Series A,1.4268,12,1.9337,4.205,3,No,No,0.3957,"Node.js, React",12857
Startup_5486,2001,Australia,Tech,Series A,1.6563,48,3.9526,8.5779,6,No,No,1.8182,"Java, Spring",37855
Startup_5487,2015,Germany,E-commerce,Seed,4.7284,25,2.5838,6.0522,4,No,No,1.2898,"Python, AI",6559
Startup_5488,2011,Japan,Logistics,IPO,1.4492,35,2.3218,6.3509,3,No,No,1.3406,"Java, Spring",14708
Startup_5489,2007,India,Logistics,IPO,2.3313,12,3.8496,7.3444,5,No,No,0.9636,"Python, AI",7327
Startup_5490,2012,Australia,E-commerce,Series A,3.373,30,6.1641,10.4383,8,Yes,No,0.6267,"Java, Spring",43875
Startup_5491,2008,USA,E-commerce,IPO,0.8528,5,2.1881,5.2726,3,No,No,0.2203,"Java, Spring",12619
Startup_5492,2011,China,Gaming,Series A,2.4579,34,6.3679,11.6713,8,No,No,3.5027,"C++, ML",39850
Startup_5493,2008,Japan,AI,Series C,3.7058,22,3.2307,7.49,5,No,No,1.8853,"Node.js, React",42202
Startup_5494,2011,Brazil,Gaming,Series C,4.3409,39,3.1695,8.6204,5,No,No,1.349,"Node.js, React",13826
Startup_5495,2018,USA,E-commerce,Series B,3.15,13,5.1998,12.3235,7,No,No,2.5697,"PHP, Laravel",15939
Startup_5496,2010,UK,FinTech,Seed,3.3618,47,4.6866,13.0545,7,No,No,1.972,"C++, ML",50000
Startup_5497,2017,Canada,FoodTech,Series C,0.6751,3,0.7258,1.6802,1,Yes,No,0.537,"C++, ML",27707
Startup_5498,2018,Germany,Tech,Series C,4.7316,20,7.7355,21.3663,9,No,No,4.0671,"Node.js, React",27707
Startup_5499,2009,India,Tech,IPO,0.7062,31,1.9003,5.3349,3,No,No,0.7288,"C++, ML",47729
Startup_5500,2000,India,EdTech,Series B,3.8846,5,4.3849,10.6771,6,No,No,1.4321,"Node.js, React",31226
Startup_5501,2009,China,EdTech,Seed,1.3608,24,2.2886,6.2386,3,No,No,0.2812,"C++, ML",562
Startup_5502,2000,Canada,EdTech,Series B,4.6713,40,6.0271,20.8252,8,No,No,2.5089,"Java, Spring",39913
Startup_5503,2005,Japan,Healthcare,Series C,3.6138,33,5.4527,11.7952,7,No,No,1.8257,"Node.js, React",13600
Startup_5504,2001,Australia,EdTech,IPO,3.7814,8,6.9838,14.6261,9,No,No,1.6459,"Node.js, React",11776
Startup_5505,2016,China,EdTech,Series C,1.1343,24,1.7621,5.2338,2,No,No,0.6801,"Python, AI",30781
Startup_5506,2016,Brazil,E-commerce,Series B,2.243,50,3.396,8.9551,5,No,No,1.2247,"C++, ML",17909
Startup_5507,2012,India,Logistics,Series C,3.1082,20,4.6418,5.9915,6,No,No,2.4378,"C++, ML",8647
Startup_5508,2000,Australia,E-commerce,Series A,3.8614,16,6.2911,20.3652,8,No,No,0.909,"Node.js, React",29045
Startup_5509,2016,India,Tech,Series C,0.5646,50,1.6748,2.2957,2,No,No,0.4053,"Java, Spring",42191
Startup_5511,2008,China,Tech,Seed,4.4566,13,8.3953,24.9087,10,No,No,4.8056,"Java, Spring",48794
Startup_5512,2001,USA,Tech,IPO,1.3882,45,3.2834,11.932,5,Yes,No,0.4287,"C++, ML",37486
Startup_5513,2000,India,Healthcare,Series C,4.1227,42,6.4325,9.7939,8,No,No,2.805,"Python, AI",7846
Startup_5514,2007,Australia,Gaming,Series C,2.6157,39,3.4415,8.3704,5,No,No,1.6812,"Node.js, React",50000
Startup_5515,2020,Germany,AI,Series C,2.3359,25,3.5744,7.2019,5,No,No,0.9695,"PHP, Laravel",28834
Startup_5516,2020,Germany,Energy,Series C,1.6064,46,2.6211,5.347,4,No,No,1.2465,"Python, AI",18235
Startup_5517,2015,UK,Energy,IPO,2.9258,32,5.7305,8.8494,8,No,No,3.2459,"PHP, Laravel",41103
Startup_5518,2021,Australia,Healthcare,Seed,3.663,24,3.1422,7.7663,4,No,No,0.5688,"Python, AI",28838
Startup_5519,2017,India,Tech,IPO,2.0841,48,4.5116,10.1582,6,No,No,0.2185,"Java, Spring",50000
Startup_5520,2006,Brazil,FinTech,Seed,3.1646,47,5.3369,7.2499,7,Yes,No,1.6351,"C++, ML",25367
Startup_5521,2016,Canada,FoodTech,Seed,3.5116,44,7.347,18.3082,9,No,No,1.4601,"PHP, Laravel",32829
Startup_5522,2021,UK,AI,Series A,3.5701,9,4.3824,13.1952,6,No,No,2.5121,"Python, AI",36348
Startup_5523,2008,India,FoodTech,Seed,0.3072,40,1.1223,3.2847,1,No,No,0.756,"C++, ML",18985
Startup_5524,2013,Australia,Tech,IPO,4.3058,50,6.3332,20.9789,8,Yes,No,0.2955,"PHP, Laravel",48007
Startup_5525,2022,Australia,Logistics,IPO,2.3184,23,3.6339,7.1195,5,No,No,0.9237,"Node.js, React",25691
Startup_5526,2010,USA,EdTech,IPO,1.349,50,3.3174,11.5853,5,No,No,1.5735,"Python, AI",19745
Startup_5527,2002,USA,E-commerce,Series C,1.2467,13,2.8022,9.1052,4,No,No,0.3991,"Node.js, React",3592
Startup_5528,2016,Japan,FoodTech,Series B,2.4409,32,6.7543,11.8031,9,No,No,1.7367,"Java, Spring",43308
Startup_5529,2012,Germany,EdTech,Series C,4.4398,50,6.3098,10.0467,8,No,No,1.3088,"Node.js, React",46221
Startup_5530,2015,Australia,FinTech,Series A,1.9228,15,0.1534,0.3377,1,No,No,0.1169,"Node.js, React",27613
Startup_5531,2015,Australia,Gaming,Seed,3.7611,36,5.6637,11.7768,8,No,No,2.4259,"Python, AI",8226
Startup_5532,2007,India,AI,Series B,0.5293,49,1.6145,3.6066,2,No,No,0.7507,"Java, Spring",4072
Startup_5533,2009,India,Logistics,Seed,2.4065,5,4.657,11.5296,6,No,No,0.7969,"Node.js, React",50000
Startup_5534,2018,Canada,FoodTech,Seed,4.9588,22,8.829,26.0914,10,Yes,No,4.2157,"C++, ML",38748
Startup_5535,2022,France,AI,Seed,3.8637,16,5.3488,12.398,7,No,No,2.0635,"PHP, Laravel",19104
Startup_5536,2020,India,Energy,IPO,1.0921,41,3.3737,4.787,5,No,No,2.027,"Node.js, React",44525
Startup_5537,2005,Australia,Gaming,Seed,2.5321,10,2.8394,9.4374,4,No,No,1.2662,"Java, Spring",3523
Startup_5538,2022,Japan,Gaming,Seed,1.2064,24,2.3159,4.4112,3,No,No,1.4229,"Node.js, React",50000
Startup_5539,2001,USA,EdTech,Series B,2.0773,18,2.5523,8.2294,4,No,No,1.6025,"PHP, Laravel",27968
Startup_5540,2003,Brazil,EdTech,IPO,3.9114,49,6.6649,9.6814,9,No,No,1.9253,"Java, Spring",13377
Startup_5541,2011,India,Healthcare,Seed,3.8676,18,9.4322,32.2008,10,No,No,2.5021,"Python, AI",50000
Startup_5542,2013,Canada,AI,Series C,1.1791,7,1.9411,2.5754,3,No,No,1.1434,"Java, Spring",38560
Startup_5543,2021,Japan,AI,IPO,4.615,4,6.7634,12.2071,9,No,No,2.9874,"Python, AI",22755
Startup_5544,2008,China,Gaming,Seed,2.9832,26,2.6471,3.0731,4,No,No,1.7661,"Java, Spring",38628
Startup_5545,2006,China,Healthcare,Series C,1.9306,5,2.8064,7.8802,4,No,No,1.5936,"PHP, Laravel",40534
Startup_5546,2007,UK,E-commerce,IPO,2.5346,16,5.7719,17.3637,8,No,No,2.143,"PHP, Laravel",27251
Startup_5547,2010,Brazil,Tech,IPO,3.0451,35,4.9742,10.7879,7,No,No,0.2365,"Java, Spring",26452
Startup_5548,2012,China,FinTech,Series A,2.8215,26,4.4859,15.2809,6,No,No,0.9307,"Node.js, React",18535
Startup_5549,2012,Canada,AI,Seed,2.4577,18,5.6033,14.2409,8,No,No,3.035,"PHP, Laravel",34718
Startup_5550,2021,France,Tech,Series A,2.5494,29,4.1639,10.9386,6,No,No,0.9445,"Python, AI",50000
Startup_5551,2009,Canada,Logistics,Series B,0.9232,23,2.6367,8.2984,4,Yes,No,0.0519,"Python, AI",46397
Startup_5552,2005,Australia,Logistics,IPO,4.073,14,3.9553,7.4772,6,No,No,1.9883,"C++, ML",20480
Startup_5553,2011,Canada,Gaming,Series A,2.7317,15,5.5109,11.4857,8,Yes,No,2.6372,"Python, AI",44028
Startup_5554,2008,Canada,FoodTech,Series A,0.6988,49,2.3829,7.9916,3,No,Yes,0.6253,"C++, ML",44145
Startup_5555,2017,Australia,Healthcare,IPO,3.8425,33,8.4756,28.9389,10,No,No,2.0258,"Java, Spring",42393
Startup_5556,2005,UK,FinTech,Series B,4.6656,25,3.3299,11.5304,5,No,No,1.1035,"Java, Spring",30820
Startup_5557,2014,Brazil,Logistics,Seed,4.7392,21,6.2158,19.3196,8,No,No,0.4946,"Java, Spring",33574
Startup_5558,2008,Germany,Energy,Series A,1.8766,17,3.1234,4.931,4,No,No,1.7991,"Node.js, React",25993
Startup_5559,2002,France,FinTech,IPO,0.7208,23,2.1007,6.7843,3,No,No,0.4445,"Node.js, React",50000
Startup_5560,2022,China,AI,Series A,2.6161,43,2.9778,7.1134,4,No,No,1.6682,"C++, ML",26044
Startup_5561,2020,China,Tech,Seed,0.6074,17,1.1371,4.121,1,Yes,No,0.3482,"Python, AI",45352
Startup_5562,2012,Japan,Logistics,Series C,4.6732,14,3.7212,8.3251,5,Yes,No,1.5556,"Python, AI",11481
Startup_5563,2014,Brazil,E-commerce,IPO,0.9587,29,1.7817,4.441,2,No,No,0.8593,"Java, Spring",0
Startup_5564,2003,Germany,Logistics,Series A,1.3012,20,1.7375,4.1551,2,No,No,0.7432,"PHP, Laravel",0
Startup_5565,2013,UK,Tech,Series A,2.0629,30,5.4925,10.4322,7,No,No,1.6012,"Node.js, React",46169
Startup_5566,2010,Canada,E-commerce,Series B,1.9467,19,2.8694,3.9059,4,No,No,0.7312,"Node.js, React",48141
Startup_5567,2021,UK,Gaming,Series A,3.9836,39,8.1511,27.6205,10,No,No,4.2056,"Java, Spring",50000
Startup_5568,2006,USA,EdTech,Series B,2.3088,13,3.9194,11.3164,6,No,No,1.2846,"Node.js, React",23039
Startup_5569,2020,Australia,Gaming,Series B,0.8953,18,1.9027,2.7031,3,No,No,0.8868,"Java, Spring",25644
Startup_5570,2008,UK,Energy,Series C,1.3727,23,2.3086,7.1764,3,No,No,0.348,"C++, ML",28868
Startup_5571,2022,Canada,E-commerce,Seed,2.5701,46,5.6267,15.6692,8,No,No,0.8238,"Python, AI",43683
Startup_5572,2008,France,AI,Series A,0.7799,33,2.0055,4.1617,3,No,No,1.1796,"PHP, Laravel",39009
Startup_5573,2016,UK,Gaming,Series C,3.0777,39,5.5649,10.8478,8,Yes,No,2.1052,"Python, AI",45390
Startup_5574,2022,China,Healthcare,Series C,2.8504,40,4.2299,13.8526,6,Yes,No,1.4656,"Python, AI",50000
Startup_5575,2013,Australia,Healthcare,Series C,3.5878,18,5.1687,14.388,7,No,No,1.6402,"C++, ML",35578
Startup_5576,2015,India,Healthcare,Seed,4.6916,9,8.7384,19.3666,10,No,No,1.5686,"Node.js, React",6115
Startup_5577,2001,Brazil,EdTech,IPO,4.5657,33,8.1492,19.8451,10,Yes,No,3.7848,"PHP, Laravel",21403
Startup_5578,2018,India,Logistics,Series A,4.7331,32,8.1599,10.9639,10,No,No,1.0815,"Node.js, React",33013
Startup_5579,2000,USA,FoodTech,Series B,1.2613,17,1.9519,4.6182,3,No,No,0.7768,"Python, AI",13034
Startup_5580,2017,Japan,E-commerce,Series A,0.7012,19,2.3129,3.9824,3,No,No,0.7306,"Java, Spring",28873
Startup_5581,2011,USA,Tech,Series A,1.5463,27,2.6641,4.3495,4,No,No,1.4521,"Python, AI",35763
Startup_5582,2021,India,Tech,Series C,4.4807,6,6.8753,18.5486,9,No,No,2.1049,"Node.js, React",24488
Startup_5583,2019,USA,Logistics,Seed,4.8617,35,7.6254,25.1077,9,Yes,No,1.1016,"Python, AI",31712
Startup_5584,2013,UK,FoodTech,Series C,4.3037,37,11.4573,24.1378,10,No,No,3.7701,"Java, Spring",25415
Startup_5585,2014,China,AI,Seed,0.5946,34,1.5874,2.6894,2,No,No,0.364,"C++, ML",2712
Startup_5586,2004,Japan,Logistics,Seed,4.7398,20,6.8036,18.2956,9,No,No,1.3318,"Node.js, React",46141
Startup_5587,2005,Germany,Gaming,Series A,2.1456,25,4.0328,12.2449,6,No,No,0.001,"Python, AI",33976
Startup_5588,2016,Brazil,FinTech,Series B,0.0961,4,0.2628,0.7623,1,No,No,0.3424,"Node.js, React",35345
Startup_5589,2006,Brazil,Healthcare,IPO,2.2398,10,3.8347,12.2552,5,No,No,0.5755,"C++, ML",40254
Startup_5590,2011,Brazil,Energy,IPO,0.278,10,1.0967,2.7779,1,No,No,0.2799,"Python, AI",10980
Startup_5591,2016,Brazil,E-commerce,Series C,2.7422,24,5.1962,14.7894,7,No,No,2.6877,"Python, AI",5274
Startup_5592,2013,China,FoodTech,IPO,1.7258,21,3.4354,5.2992,5,No,No,1.3642,"Node.js, React",27673
Startup_5593,2003,Brazil,Gaming,Series A,2.3935,11,3.1106,6.3995,4,No,No,0.1363,"Node.js, React",41103
Startup_5594,2010,UK,AI,Series A,3.0852,27,7.9799,16.6072,10,No,No,1.6463,"Java, Spring",15902
Startup_5595,2014,Australia,EdTech,Series A,4.3506,16,11.2559,24.7686,10,No,No,4.6434,"C++, ML",19992
Startup_5596,2007,USA,E-commerce,Series B,3.3264,26,7.1098,24.4426,9,No,No,4.0352,"Java, Spring",15999
Startup_5597,2004,China,AI,Seed,2.1985,30,4.7665,15.6607,7,No,No,0.2998,"Python, AI",35424
Startup_5598,2017,Brazil,FinTech,Series A,4.1062,49,6.4368,9.863,9,No,No,3.2091,"Node.js, React",23607
Startup_5599,2022,Brazil,E-commerce,Seed,4.5326,16,8.1978,13.1283,10,No,No,2.6287,"Python, AI",4544
Startup_5600,2006,Germany,Energy,Series B,0.6428,7,0.9513,1.7546,1,No,No,0.1039,"Python, AI",39240
Startup_5601,2003,Brazil,FoodTech,IPO,2.6831,16,3.0259,5.889,4,No,No,2.004,"PHP, Laravel",26816
Startup_5602,2000,Japan,AI,Series A,1.4583,35,1.8904,5.2226,3,No,No,0.8407,"PHP, Laravel",27007
Startup_5603,2008,Brazil,Gaming,IPO,0.283,16,0.9946,3.148,1,No,No,0.5749,"Python, AI",23048
Startup_5604,2008,Germany,FinTech,Seed,3.3593,40,3.5238,12.5015,5,No,No,1.2235,"Node.js, React",42338
Startup_5605,2012,Brazil,E-commerce,Seed,4.3207,12,5.8097,16.3625,8,No,No,2.0363,"Python, AI",41119
Startup_5606,2015,USA,Energy,IPO,0.8564,35,2.0459,6.1652,3,No,No,0.7579,"PHP, Laravel",467
Startup_5607,2007,Brazil,Healthcare,Series C,4.0714,49,8.8927,21.0628,10,No,No,2.2587,"Node.js, React",22438
Startup_5608,2013,UK,Healthcare,Seed,4.2743,21,5.7952,8.9223,8,Yes,No,2.1098,"Python, AI",50000
Startup_5609,2008,USA,EdTech,Series C,4.576,50,10.1612,24.3895,10,No,No,1.8946,"C++, ML",21404
Startup_5610,2006,China,FoodTech,Series C,1.3632,43,3.4804,8.776,5,No,No,0.6478,"C++, ML",50000
Startup_5611,2017,Germany,Gaming,Series A,4.5246,36,5.1553,14.309,7,No,No,1.3181,"Python, AI",36561
Startup_5612,2013,France,Gaming,IPO,1.6373,48,4.1432,7.2269,6,No,No,2.0493,"Node.js, React",45383
Startup_5613,2015,China,Gaming,Seed,2.7841,17,4.3169,9.1131,6,No,No,2.368,"Python, AI",42794
Startup_5614,2006,Germany,Healthcare,Series B,0.3,32,1.1432,2.4036,1,No,No,0.5412,"Python, AI",47178
Startup_5615,2010,Australia,FinTech,Seed,0.2672,41,1.163,4.0148,1,No,No,0.5536,"PHP, Laravel",28068
Startup_5616,2021,India,Gaming,IPO,3.6158,6,5.6394,11.8326,8,No,No,0.5565,"C++, ML",15936
Startup_5617,2008,Germany,Logistics,Series A,2.2502,24,3.5803,10.4709,5,No,No,1.9749,"PHP, Laravel",5205
Startup_5618,2010,Japan,AI,Series C,1.3186,27,2.1398,6.3383,3,No,No,0.2873,"PHP, Laravel",31835
Startup_5619,2022,France,Tech,Series B,0.9925,20,1.7159,3.3578,2,No,No,1.061,"Python, AI",9196
Startup_5620,2007,France,Healthcare,IPO,3.3663,25,5.9708,15.0199,8,No,No,2.6565,"PHP, Laravel",17946
Startup_5621,2002,Brazil,E-commerce,Series B,0.052,2,0.1518,0.5009,1,No,No,0.001,"C++, ML",30059
Startup_5622,2004,Brazil,Logistics,Seed,4.0392,9,7.4433,16.3733,9,Yes,No,2.4509,"PHP, Laravel",50000
Startup_5623,2016,UK,FoodTech,Seed,0.4423,28,1.403,4.5715,2,No,No,0.4527,"C++, ML",29377
Startup_5624,2018,USA,Logistics,Series C,0.9979,38,2.3333,3.6515,3,No,No,0.3252,"PHP, Laravel",29419
Startup_5625,2001,China,FoodTech,Seed,1.9619,3,3.6399,4.8357,5,No,No,1.6216,"C++, ML",13184
Startup_5626,2018,UK,FinTech,Seed,2.4501,20,6.0134,20.7856,8,No,No,3.3859,"PHP, Laravel",21338
Startup_5627,2022,USA,FinTech,IPO,1.8072,6,4.2512,13.2188,6,No,No,0.7797,"PHP, Laravel",21207
Startup_5628,2003,France,Gaming,Series C,1.6375,39,4.3532,15.3208,6,No,No,2.1415,"Node.js, React",43740
Startup_5629,2008,Germany,Healthcare,Series B,4.8214,33,10.106,28.4819,10,No,No,5.8178,"C++, ML",49412
Startup_5630,2013,Japan,Logistics,Series B,3.2258,1,8.2418,26.7464,10,No,No,3.4799,"C++, ML",43000
Startup_5631,2004,France,Gaming,Series B,0.166,37,1.0808,3.3057,1,No,No,0.1098,"C++, ML",48214
Startup_5632,2017,Australia,Tech,IPO,2.1794,6,3.8458,12.3245,5,No,No,0.5929,"Java, Spring",37253
Startup_5634,2001,Canada,AI,Seed,1.5422,34,0.9933,1.8675,1,No,No,0.4367,"C++, ML",10659
Startup_5635,2000,Germany,E-commerce,IPO,0.5181,47,1.4972,5.104,2,No,No,0.8839,"Java, Spring",10571
Startup_5636,2001,USA,Healthcare,Series A,3.804,15,8.5757,18.3416,10,No,No,3.663,"Node.js, React",15727
Startup_5637,2013,Canada,Tech,Series C,3.0498,45,6.857,16.3663,9,No,No,1.9256,"C++, ML",19885
Startup_5638,2014,Japan,E-commerce,IPO,2.873,26,8.6971,19.7123,10,No,No,0.5978,"C++, ML",48477
Startup_5639,2000,Japan,Gaming,Seed,0.3152,14,0.9517,2.5234,1,No,No,0.5037,"Java, Spring",32731
Startup_5640,2012,UK,Healthcare,Seed,0.7455,7,1.2132,2.7443,1,No,No,0.7697,"PHP, Laravel",5449
Startup_5641,2002,Germany,Healthcare,Seed,3.1316,46,4.9594,7.0832,7,No,No,2.8766,"Node.js, React",24753
Startup_5642,2021,UK,AI,Series C,1.0787,31,2.5491,7.863,4,No,No,1.3107,"C++, ML",21527
Startup_5643,2009,Brazil,FinTech,Series A,2.5451,24,6.5533,14.6478,9,Yes,No,2.9579,"PHP, Laravel",27743
Startup_5644,2009,UK,Energy,Series A,2.7472,31,7.125,17.8157,9,No,No,3.4157,"Node.js, React",23380
Startup_5645,2007,Brazil,Logistics,Series B,1.4534,29,2.8789,4.4575,4,No,No,0.984,"Python, AI",33678
Startup_5646,2017,Australia,Healthcare,IPO,4.7447,42,8.5153,10.0324,10,No,No,2.5584,"Python, AI",22594
Startup_5647,2015,Canada,Logistics,Series A,4.2202,32,5.8078,9.467,8,No,No,3.3006,"Node.js, React",6784
Startup_5648,2018,China,Energy,Series A,3.6257,17,5.0545,13.808,7,No,No,2.1804,"Java, Spring",31859
Startup_5649,2008,France,Logistics,Series A,0.4361,14,1.3443,1.6989,2,No,No,0.3396,"Node.js, React",38378
Startup_5650,2013,USA,Healthcare,Series C,0.5753,40,2.1238,6.7108,3,No,No,0.4669,"Node.js, React",33485
Startup_5651,2008,Germany,Energy,Series B,2.4893,36,3.6581,6.3745,5,Yes,No,0.8698,"Java, Spring",28855
Startup_5652,2017,Canada,Gaming,Seed,0.8455,48,2.139,3.5196,3,No,No,0.8109,"Java, Spring",30350
Startup_5653,2013,Canada,FinTech,Series C,4.8924,24,7.416,12.1663,9,Yes,No,1.3082,"PHP, Laravel",23544
Startup_5654,2020,France,Healthcare,IPO,0.8347,45,2.4001,3.393,3,No,No,0.4913,"PHP, Laravel",29865
Startup_5655,2021,USA,Tech,IPO,2.463,27,3.9315,11.5806,6,No,No,1.7327,"Java, Spring",18849
Startup_5656,2008,Brazil,EdTech,IPO,1.8524,25,1.6818,5.5096,2,No,No,0.001,"Python, AI",44415
Startup_5657,2007,Japan,Gaming,Seed,3.215,32,7.2039,18.8411,9,No,No,3.6776,"Python, AI",29764
Startup_5658,2011,UK,Energy,Series A,0.6887,18,1.4865,2.838,2,No,No,0.6416,"Node.js, React",31449
Startup_5659,2006,China,Logistics,Series B,2.1801,46,3.8347,5.9606,5,No,No,1.7472,"C++, ML",8263
Startup_5660,2005,Canada,E-commerce,Series C,1.4098,18,2.9797,6.6236,4,No,No,0.5357,"Node.js, React",50000
Startup_5661,2013,UK,FinTech,Series A,4.4444,37,8.2462,28.535,10,Yes,No,1.8865,"Node.js, React",36167
Startup_5662,2011,India,FinTech,Series A,0.2509,26,1.1356,1.9232,1,No,No,0.3974,"C++, ML",27271
Startup_5663,2009,Canada,Energy,IPO,4.573,9,3.4526,10.1486,5,No,No,1.6538,"Java, Spring",50000
Startup_5664,2019,Japan,Healthcare,IPO,4.1733,35,8.2083,18.097,10,Yes,No,4.1312,"Python, AI",18302
Startup_5665,2005,Germany,Logistics,Series A,1.523,8,1.1188,2.2057,1,No,No,0.001,"Node.js, React",13458
Startup_5666,2019,Brazil,FoodTech,Series A,3.957,20,8.0581,17.2072,10,No,No,3.0362,"C++, ML",7788
Startup_5667,2021,Japan,FinTech,Series C,0.2045,42,1.2191,1.6837,1,No,No,0.3134,"PHP, Laravel",29643
Startup_5668,2016,Brazil,Gaming,IPO,4.836,22,4.5829,14.1318,6,No,No,2.9543,"Node.js, React",24484
Startup_5669,2016,Brazil,FinTech,IPO,2.6566,19,5.0007,8.865,7,No,No,2.866,"Python, AI",33693
Startup_5670,2009,Japan,Energy,Series A,1.5512,30,3.8967,11.2358,5,No,No,1.2456,"Java, Spring",36423
Startup_5671,2022,Brazil,FinTech,Seed,1.8448,28,3.081,4.5521,4,Yes,No,1.2962,"Node.js, React",32089
Startup_5672,2019,Australia,Tech,IPO,0.3787,35,1.4831,4.7885,2,No,No,0.6545,"Node.js, React",40211
Startup_5673,2018,Germany,Gaming,Series B,4.9473,43,1.3263,2.197,2,No,No,0.5281,"C++, ML",10831
Startup_5674,2014,Canada,Healthcare,IPO,0.2445,11,0.8805,2.7378,1,No,No,0.2959,"PHP, Laravel",38788
Startup_5675,2005,UK,EdTech,Series A,3.2918,31,5.7466,18.0301,8,No,No,3.23,"PHP, Laravel",48116
Startup_5676,2013,India,Healthcare,Seed,2.2415,49,3.8328,12.8103,5,No,No,1.1058,"Java, Spring",13920
Startup_5677,2002,Brazil,EdTech,IPO,4.7471,48,10.2243,20.9793,10,No,No,4.1494,"Python, AI",22308
Startup_5678,2007,UK,FinTech,Seed,1.2677,39,3.7972,11.206,5,No,No,2.0984,"Java, Spring",9026
Startup_5679,2004,India,FinTech,Series B,2.6838,36,5.4695,11.0801,7,No,No,2.5883,"Node.js, React",37315
Startup_5680,2002,Australia,Logistics,Seed,2.4377,30,6.3673,10.5679,8,No,No,3.0572,"Node.js, React",43283
Startup_5681,2007,Australia,EdTech,Series B,3.5292,23,3.2084,7.5775,5,No,No,0.7355,"PHP, Laravel",32094
Startup_5682,2006,Japan,EdTech,IPO,0.3867,19,1.2883,2.085,2,No,No,0.3867,"Python, AI",34830
Startup_5683,2019,Brazil,Tech,Series B,1.0093,12,1.8553,6.4485,3,No,No,0.001,"C++, ML",1921
Startup_5684,2002,China,EdTech,Seed,1.1121,15,1.7174,2.4329,2,No,No,0.6196,"Python, AI",9333
